idsubsls,kecamatan,desa,nama_sls,dominan,keluarga_awal,usaha_awal,keluarga_prelist,umkm_keluarga,st2023,umk,um,usaha_lain,umk_um,usaha_final,total_usaha_final,level_geografis,is_prioritas
2105040003001400,SIANTAN,TAREMPA BARAT,RT 2 RW 02 TANJUNG DUSUN 2,1,80,25,67,0,11,16,0,25,16,25,36,sls,TRUE
2105040003001500,SIANTAN,TAREMPA BARAT,RT 1 RW 01 BATU BERAPIT DUSUN 3,1,36,19,50,0,4,37,0,19,37,37,41,sls,TRUE
2105040003001600,SIANTAN,TAREMPA BARAT,RT 2 RW 01 BATU BERAPIT DUSUN 3,1,46,9,37,0,2,18,0,9,18,18,20,sls,TRUE
2105040003001700,SIANTAN,TAREMPA BARAT,RT 1 RW 02 TAKARI DUSUN 3,1,43,15,45,0,8,3,0,15,3,15,23,sls,TRUE
2105040003001800,SIANTAN,TAREMPA BARAT,RT 2 RW 02 TAKARI DUSUN 3,1,45,23,40,0,3,19,0,23,19,23,26,sls,TRUE
2105040004000100,SIANTAN,TAREMPA,RT 1 IMAM BONJOL RW 1 IMAM BONJOL LINGKUNGAN 1,1,60,52,56,0,1,31,2,52,33,52,53,sls,TRUE
2105040004000200,SIANTAN,TAREMPA,RT 2 KARTINI RW 1 IMAM BONJOL LINGKUNGAN 1,1,60,18,47,0,1,10,0,18,10,18,19,sls,TRUE
2105040004000300,SIANTAN,TAREMPA,RT 3 PATIMURA RW 1 IMAM BONJOL LINGKUNGAN 1,1,62,40,55,0,1,22,0,40,22,40,41,sls,TRUE
2105040004000400,SIANTAN,TAREMPA,RT 4 PASIR MERAH RW 1 IMAM BONJOL LINGKUNGAN 1,1,59,66,46,0,4,56,0,66,56,66,70,sls,TRUE
2105040004000500,SIANTAN,TAREMPA,RT 5 SUNGAI SUGI RW 1 IMAM BONJOL LINGKUNGAN 1,1,24,6,21,0,4,5,0,6,5,6,10,sls,TRUE
2105040004000600,SIANTAN,TAREMPA,RT 1 KAMPUNG BARU RW 2 KAMPUNG BARU LINGKUNGAN 1,1,102,9,77,0,4,10,0,9,10,10,14,sls,TRUE
2105040004000700,SIANTAN,TAREMPA,RT 2 KAMPUNG BARU RW 2 KAMPUNG BARU LINGKUNGAN 1,1,68,26,63,0,3,17,0,26,17,26,29,sls,TRUE
2105040004000800,SIANTAN,TAREMPA,RT 3 KAMPUNG BARU RW 2 KAMPUNG BARU LINGKUNGAN 1,1,112,32,113,0,12,13,0,32,13,32,44,sls,TRUE
2105040004000900,SIANTAN,TAREMPA,RT 1 RADEN SALEH RW 3 RADEN SALEH LINGKUNGAN 1,1,49,11,45,0,3,8,0,11,8,11,14,sls,TRUE
2105040004001000,SIANTAN,TAREMPA,RT 2 RADEN SALEH RW 3 RADEN SALEH LINGKUNGAN 1,1,60,33,67,0,3,14,0,33,14,33,36,sls,TRUE
2105040004001100,SIANTAN,TAREMPA,RT 3 RADEN SALEH RW 3 RADEN SALEH LINGKUNGAN 1,1,112,24,99,0,12,14,1,24,15,24,36,sls,TRUE
2105040004001200,SIANTAN,TAREMPA,RT 1 DIPONEGORO RW 4 DIPONEGORO LINGKUNGAN 1,1,60,61,46,0,6,35,0,61,35,61,67,sls,TRUE
2105040004001300,SIANTAN,TAREMPA,RT 2 PEMUDA RW 4 DIPONEGORO LINGKUNGAN 1,1,149,17,103,0,6,37,0,17,37,37,43,sls,TRUE
2105040004001400,SIANTAN,TAREMPA,RT 3 TONGKOL RW 4 DIPONEGORO LINGKUNGAN 1,1,47,22,37,0,1,21,1,22,22,22,23,sls,TRUE
2105040004001500,SIANTAN,TAREMPA,RT 4 HANGTUAH RW 4 DIPONEGORO LINGKUNGAN 1,1,38,65,41,0,5,105,4,65,109,109,114,sls,TRUE
2105040004001600,SIANTAN,TAREMPA,RT 5 TAMBAN RW 4 DIPONEGORO LINGKUNGAN 1,8,35,43,20,0,0,44,1,43,45,45,45,sls,TRUE
2105040005000100,SIANTAN,TAREMPA SELATAN,RT 1 RW 1 DUSUN 1,1,27,3,27,0,3,5,0,3,5,5,8,sls,TRUE
2105040005000200,SIANTAN,TAREMPA SELATAN,RT 2 RW 1 DUSUN 1,1,34,8,31,0,7,15,0,8,15,15,22,sls,TRUE
2105040005000300,SIANTAN,TAREMPA SELATAN,RT 3 RW 1 DUSUN 1,1,35,12,40,0,9,17,0,12,17,17,26,sls,TRUE
2105040005000400,SIANTAN,TAREMPA SELATAN,RT 4 RW 2 DUSUN 1,1,38,11,40,0,4,16,0,11,16,16,20,sls,TRUE
2105040005000500,SIANTAN,TAREMPA SELATAN,RT 5 RW 2 DUSUN 1,1,47,8,45,0,11,6,0,8,6,8,19,sls,TRUE
2105040005000600,SIANTAN,TAREMPA SELATAN,RT 6 RW 2 DUSUN 1,1,21,1,19,0,15,1,0,1,1,1,16,sls,TRUE
2105040005000700,SIANTAN,TAREMPA SELATAN,RT 7 RW 3 DUSUN 2,1,78,10,88,0,7,19,0,10,19,19,26,sls,TRUE
2105040005000800,SIANTAN,TAREMPA SELATAN,RT 8 RW 3 DUSUN 2,1,28,6,27,0,10,2,0,6,2,6,16,sls,TRUE
2105040005000900,SIANTAN,TAREMPA SELATAN,RT 9 RW 3 DUSUN 2,1,30,7,29,0,14,13,0,7,13,13,27,sls,TRUE
2105040005001000,SIANTAN,TAREMPA SELATAN,RT 10 RW 4 DUSUN 2,1,27,1,31,0,11,10,0,1,10,10,21,sls,TRUE
2105040005001100,SIANTAN,TAREMPA SELATAN,RT 11 RW 4 DUSUN 2,1,45,11,55,0,16,6,0,11,6,11,27,sls,TRUE
2105040005001200,SIANTAN,TAREMPA SELATAN,RT 12 RW 4 DUSUN 2,1,62,23,95,0,18,21,0,23,21,23,41,sls,TRUE
2105040006000100,SIANTAN,TAREMPA TIMUR,RT 1 BULUH KUNING RW 1 DUSUN 1,1,84,19,89,0,10,26,0,19,26,26,36,sls,TRUE
2105040006000200,SIANTAN,TAREMPA TIMUR,RT 2 ANTANG RW 1 DUSUN 1,1,75,15,72,0,13,22,0,15,22,22,35,sls,TRUE
2105040006000300,SIANTAN,TAREMPA TIMUR,RT 1 AIR BUDING RW 2 DUSUN 1,1,67,10,65,0,18,16,0,10,16,16,34,sls,TRUE
2105040006000400,SIANTAN,TAREMPA TIMUR,RT 2 AIR BUDING RW 2 DUSUN 1,1,43,14,48,0,12,13,0,14,13,14,26,sls,TRUE
2105040006000500,SIANTAN,TAREMPA TIMUR,RT 1 BUTUN RW 1 DUSUN 2,1,20,6,29,0,10,0,0,6,0,6,16,sls,TRUE
2105040006000600,SIANTAN,TAREMPA TIMUR,RT 2 BUTUN RW 1 DUSUN 2,1,35,0,34,0,16,0,0,0,0,0,16,sls,TRUE
2105040006000700,SIANTAN,TAREMPA TIMUR,RT 1 SEDAK RW 2 DUSUN 2,1,41,6,47,0,31,2,0,6,2,6,37,sls,TRUE
2105040006000800,SIANTAN,TAREMPA TIMUR,RT 2 JERUAN RW 2 DUSUN 2,1,6,0,9,0,2,0,0,0,0,0,2,sls,TRUE
2105040006000900,SIANTAN,TAREMPA TIMUR,RT 1 TELUK RED RW 3 DUSUN 2,1,86,14,122,0,26,20,0,14,20,20,46,sls,TRUE
2105040006001000,SIANTAN,TAREMPA TIMUR,RT 2 TANJUNG MOMONG RW 3 DUSUN 2,1,56,41,48,0,11,46,0,41,46,46,57,sls,TRUE
2105040006001100,SIANTAN,TAREMPA TIMUR,RT 1 TELUK BULUH RW 4 DUSUN 2,1,79,18,74,0,16,23,0,18,23,23,39,sls,TRUE
2105040006001200,SIANTAN,TAREMPA TIMUR,RT 2  TELUK BULUH RW 4 DUSUN 2,1,106,21,96,0,27,23,0,21,23,23,50,sls,TRUE
2105040007000100,SIANTAN,SRI TANJUNG,RT 1 RW 1 DUSUN 1,1,34,6,32,0,10,10,0,6,10,10,20,sls,TRUE
2105040007000200,SIANTAN,SRI TANJUNG,RT 2 RW 1 DUSUN 1,1,18,2,29,0,2,4,0,2,4,4,6,sls,TRUE
2105040007000300,SIANTAN,SRI TANJUNG,RT 3 RW 2 DUSUN 1,1,19,4,21,0,4,6,1,4,7,7,11,sls,TRUE
2105040007000400,SIANTAN,SRI TANJUNG,RT 4 RW 2 DUSUN 1,1,22,2,26,0,5,1,0,2,1,2,7,sls,TRUE
2105040007000500,SIANTAN,SRI TANJUNG,RT 1 RW 1 DUSUN 2,1,25,3,23,0,8,3,0,3,3,3,11,sls,TRUE
2105040007000600,SIANTAN,SRI TANJUNG,RT 3 RW 2 DUSUN 2,1,38,3,16,0,1,10,0,3,10,10,11,sls,TRUE
2105040007000700,SIANTAN,SRI TANJUNG,RT 2 RW 1 DUSUN 2,1,38,7,49,0,14,11,0,7,11,11,25,sls,TRUE
2105040007000800,SIANTAN,SRI TANJUNG,RT 4 RW 2 DUSUN 2,1,64,19,63,0,23,17,0,19,17,19,42,sls,TRUE
2105040007200100,SIANTAN,SRI TANJUNG,HUTAN,11,0,0,0,0,0,1,0,0,1,1,1,sls,TRUE
2105040008000100,SIANTAN,TAREMPA BARAT DAYA,RT 1 GUNUNG PAKLIONG RW 1 DUSUN 1,1,21,0,19,0,21,0,0,0,0,0,21,sls,TRUE
2105040008000200,SIANTAN,TAREMPA BARAT DAYA,RT 2 LUWE RW 1 DUSUN 1,1,6,0,14,0,3,1,0,0,1,1,4,sls,TRUE
2105040008000300,SIANTAN,TAREMPA BARAT DAYA,RT 3 REKAM ATAS RW 3 DUSUN 1,1,20,1,16,0,12,7,0,1,7,7,19,sls,TRUE
2105040008000400,SIANTAN,TAREMPA BARAT DAYA,RT 4 REKAM BAWAH RW 3 DUSUN 1,1,35,4,36,0,46,6,0,4,6,6,52,sls,TRUE
2105040008000500,SIANTAN,TAREMPA BARAT DAYA,RT 1 TERAP ATAS RW 2 DUSUN 2,1,6,0,11,0,5,1,0,0,1,1,6,sls,TRUE
2105040008000600,SIANTAN,TAREMPA BARAT DAYA,RT 3 TERAP ATAS RW 2 DUSUN 2,1,19,1,17,0,23,2,0,1,2,2,25,sls,TRUE
2105040008000700,SIANTAN,TAREMPA BARAT DAYA,RT 2 TERAP BAWAH RW 4 DUSUN 2,1,13,2,12,0,8,2,0,2,2,2,10,sls,TRUE
2105040008000800,SIANTAN,TAREMPA BARAT DAYA,RT 4 TERAP BAWAH RW 4 DUSUN 2,1,8,2,6,0,7,0,0,2,0,2,9,sls,TRUE
2105040009000100,SIANTAN,PESISIR TIMUR,RT 1 RW 1 DUSUN 1,1,46,16,45,0,25,7,0,16,7,16,41,sls,TRUE
2105040009000200,SIANTAN,PESISIR TIMUR,RT 2 RW 1 DUSUN 1,1,39,15,51,0,18,5,0,15,5,15,33,sls,TRUE
2105040009000300,SIANTAN,PESISIR TIMUR,RT 1 RW 2 DUSUN 1,1,30,6,46,0,16,6,0,6,6,6,22,sls,TRUE
2105040009000400,SIANTAN,PESISIR TIMUR,RT 2 RW 2 DUSUN 1,1,40,8,39,0,20,3,0,8,3,8,28,sls,TRUE
2105040009000500,SIANTAN,PESISIR TIMUR,RT 1 RW 1 DUSUN 2,1,38,8,36,0,11,2,0,8,2,8,19,sls,TRUE
2105040009000600,SIANTAN,PESISIR TIMUR,RT 2 RW 1 DUSUN 2,1,43,16,40,0,21,9,0,16,9,16,37,sls,TRUE
2105040009000700,SIANTAN,PESISIR TIMUR,RT 1 RW 2 DUSUN 2,1,21,4,23,0,13,1,0,4,1,4,17,sls,TRUE
2105040009000800,SIANTAN,PESISIR TIMUR,RT 2 RW 2 DUSUN 2,1,18,4,22,0,12,6,0,4,6,6,18,sls,TRUE
2105040009200100,SIANTAN,PESISIR TIMUR,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105050001000100,SIANTAN TIMUR,NYAMUK,RT 1 RW 1 DUSUN 1,1,54,18,55,0,19,3,0,18,3,18,37,sls,TRUE
2105050001000200,SIANTAN TIMUR,NYAMUK,RT 2 RW 1 DUSUN 1,1,25,13,26,0,13,2,0,13,2,13,26,sls,TRUE
2105050001000300,SIANTAN TIMUR,NYAMUK,RT 3 RW 1 DUSUN 1,1,25,16,28,0,14,2,0,16,2,16,30,sls,TRUE
2105050001000400,SIANTAN TIMUR,NYAMUK,RT 4 RW 2 DUSUN 1,1,33,24,38,0,18,8,0,24,8,24,42,sls,TRUE
2105050001000500,SIANTAN TIMUR,NYAMUK,RT 5 RW 2 DUSUN 2,1,26,14,32,0,20,5,0,14,5,14,34,sls,TRUE
2105050001000600,SIANTAN TIMUR,NYAMUK,RT 6 RW 2 DUSUN 2,1,32,12,36,0,17,1,0,12,1,12,29,sls,TRUE
2105050001000700,SIANTAN TIMUR,NYAMUK,RT 7 RW 3 DUSUN 2,1,29,17,37,0,18,1,0,17,1,17,35,sls,TRUE
2105050001000800,SIANTAN TIMUR,NYAMUK,RT 8 RW 3 DUSUN 2,1,18,11,24,0,18,5,0,11,5,11,29,sls,TRUE
2105050001000900,SIANTAN TIMUR,NYAMUK,RT 9 RW 3 DUSUN 3,1,23,13,29,0,10,3,0,13,3,13,23,sls,TRUE
2105050001001000,SIANTAN TIMUR,NYAMUK,RT 10 RW 4 DUSUN 3,1,31,20,32,0,19,4,0,20,4,20,39,sls,TRUE
2105050001001100,SIANTAN TIMUR,NYAMUK,RT 11 RW 4 DUSUN 3,1,44,12,47,0,20,8,0,12,8,12,32,sls,TRUE
2105050001001200,SIANTAN TIMUR,NYAMUK,RT 12 RW 5 DUSUN 4,1,31,10,35,0,14,2,0,10,2,10,24,sls,TRUE
2105050001001300,SIANTAN TIMUR,NYAMUK,RT 13 RW 5 DUSUN 4,1,26,11,24,0,13,5,0,11,5,11,24,sls,TRUE
2105050001001400,SIANTAN TIMUR,NYAMUK,RT 14 RW 5 DUSUN 4,1,38,11,40,0,27,3,0,11,3,11,38,sls,TRUE
2105050001200100,SIANTAN TIMUR,NYAMUK,HUTAN,11,0,0,0,0,0,1,0,0,1,1,1,sls,TRUE
2105050002000100,SIANTAN TIMUR,BATU BELAH,RT 1 RW 1 DUSUN 1,1,25,19,31,0,29,4,0,19,4,19,48,sls,TRUE
2105050002000200,SIANTAN TIMUR,BATU BELAH,RT 2 RW 1 DUSUN 1,1,34,14,39,0,17,2,0,14,2,14,31,sls,TRUE
2105050002000300,SIANTAN TIMUR,BATU BELAH,RT 3 RW 2 DUSUN 1,1,22,8,20,0,16,0,0,8,0,8,24,sls,TRUE
2105050002000400,SIANTAN TIMUR,BATU BELAH,RT 4 RW 2 DUSUN 1,1,25,8,25,0,23,3,0,8,3,8,31,sls,TRUE
2105050002000500,SIANTAN TIMUR,BATU BELAH,RT 5 RW 3 DUSUN 2,1,21,7,28,0,17,5,0,7,5,7,24,sls,TRUE
2105050002000600,SIANTAN TIMUR,BATU BELAH,RT 6 RW 3 DUSUN 2,1,23,8,27,0,17,2,0,8,2,8,25,sls,TRUE
2105050002000700,SIANTAN TIMUR,BATU BELAH,RT 7 RW 4 DUSUN 2,1,25,5,22,0,19,1,0,5,1,5,24,sls,TRUE
2105050002000800,SIANTAN TIMUR,BATU BELAH,RT 8 RW 4 DUSUN 2,1,31,0,31,0,24,2,0,0,2,2,26,sls,TRUE
2105050002200100,SIANTAN TIMUR,BATU BELAH,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105050003000100,SIANTAN TIMUR,MUNJAN,RT 1 RW 1 DUSUN 1,1,31,3,34,0,20,2,0,3,2,3,23,sls,TRUE
2105050003000200,SIANTAN TIMUR,MUNJAN,RT 2 RW 1 DUSUN 1,1,31,4,27,0,15,4,0,4,4,4,19,sls,TRUE
2105050003000300,SIANTAN TIMUR,MUNJAN,RT 3 RW 1 DUSUN 1,1,36,2,32,0,10,4,0,2,4,4,14,sls,TRUE
2105050003000400,SIANTAN TIMUR,MUNJAN,RT 1 RW 2 DUSUN 2,1,36,1,43,0,17,2,0,1,2,2,19,sls,TRUE
2105050003000500,SIANTAN TIMUR,MUNJAN,RT 2 RW 2 DUSUN 2,1,40,5,21,0,18,0,0,5,0,5,23,sls,TRUE
2105050003000600,SIANTAN TIMUR,MUNJAN,RT 3 RW 2 DUSUN 2,1,45,3,37,0,32,1,0,3,1,3,35,sls,TRUE
2105050003000700,SIANTAN TIMUR,MUNJAN,RT 1 RW 3 DUSUN 3,1,17,2,27,0,45,0,0,2,0,2,47,sls,TRUE
2105050003000800,SIANTAN TIMUR,MUNJAN,RT 2 RW 3 DUSUN 3,1,31,4,31,0,28,0,0,4,0,4,32,sls,TRUE
2105050003000900,SIANTAN TIMUR,MUNJAN,RT 3 RW 3 DUSUN 3,1,9,0,5,0,0,0,0,0,0,0,0,sls,TRUE
2105050003200100,SIANTAN TIMUR,MUNJAN,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105050004000100,SIANTAN TIMUR,SERAT,RT 1 RW 1 DUSUN 1,1,25,4,29,0,1,1,0,4,1,4,5,sls,TRUE
2105050004000200,SIANTAN TIMUR,SERAT,RT 2 RW 1 DUSUN 1,1,22,3,22,0,0,2,0,3,2,3,3,sls,TRUE
2105050004000300,SIANTAN TIMUR,SERAT,RT 3 RW 1 DUSUN 1,1,21,1,18,0,0,0,0,1,0,1,1,sls,TRUE
2105050004000400,SIANTAN TIMUR,SERAT,RT 4 RW 1 DUSUN 1,1,12,1,14,0,1,0,0,1,0,1,2,sls,TRUE
2105050004000500,SIANTAN TIMUR,SERAT,RT 5 RW 2 DUSUN 2,1,25,1,22,0,18,0,0,1,0,1,19,sls,TRUE
2105050004000600,SIANTAN TIMUR,SERAT,RT 6 RW 2 DUSUN 2,1,10,1,9,0,4,0,0,1,0,1,5,sls,TRUE
2105050004200100,SIANTAN TIMUR,SERAT,HUTAN,11,0,0,0,0,0,1,0,0,1,1,1,sls,TRUE
2105050005000100,SIANTAN TIMUR,AIR PUTIH,RT 1 RW 1 DUSUN 1,1,40,3,34,0,0,1,0,3,1,3,3,sls,TRUE
2105050005000200,SIANTAN TIMUR,AIR PUTIH,RT 2 RW 1 DUSUN 1,1,16,4,21,0,0,1,0,4,1,4,4,sls,TRUE
2105050005000300,SIANTAN TIMUR,AIR PUTIH,RT 3 RW 2 DUSUN 2,1,15,4,21,0,12,0,0,4,0,4,16,sls,TRUE
2105050005000400,SIANTAN TIMUR,AIR PUTIH,RT 4 RW 2 DUSUN 2,1,25,2,15,0,2,2,0,2,2,2,4,sls,TRUE
2105050005000500,SIANTAN TIMUR,AIR PUTIH,RT 5 RW 2 DUSUN 2,1,20,2,25,0,21,0,0,2,0,2,23,sls,TRUE
2105050005200100,SIANTAN TIMUR,AIR PUTIH,HUTAN,11,0,0,0,0,0,3,0,0,3,3,3,sls,TRUE
2105050006000100,SIANTAN TIMUR,TEMBURUN,RT 1 SELAMBAK RW 1 DUSUN 1,1,28,6,24,0,6,0,0,6,0,6,12,sls,TRUE
2105050006000200,SIANTAN TIMUR,TEMBURUN,RT 2 TEMBURUN RW 1 DUSUN 1,1,20,8,24,0,7,4,0,8,4,8,15,sls,TRUE
2105050006000300,SIANTAN TIMUR,TEMBURUN,RT 3 TEMBURUN RW 1 DUSUN 1,1,28,8,30,0,10,2,0,8,2,8,18,sls,TRUE
2105050006000400,SIANTAN TIMUR,TEMBURUN,RT 4 TEMBURUN RW 2 DUSUN 2,1,21,3,21,0,16,1,0,3,1,3,19,sls,TRUE
2105050006000500,SIANTAN TIMUR,TEMBURUN,RT 5 BARUK RW 2 DUSUN 2,1,35,4,32,0,12,0,0,4,0,4,16,sls,TRUE
2105050006000600,SIANTAN TIMUR,TEMBURUN,RT 6 BARUK RW 2 DUSUN 2,1,27,2,23,0,4,2,0,2,2,2,6,sls,TRUE
2105050006200100,SIANTAN TIMUR,TEMBURUN,HUTAN,11,0,0,0,0,0,1,0,0,1,1,1,sls,TRUE
2105060001000100,SIANTAN TENGAH,AIR ASUK,RT 01 RW 01 DUSUN 1,1,69,13,73,0,50,6,0,13,6,13,63,sls,TRUE
2105060001000200,SIANTAN TENGAH,AIR ASUK,RT 02 RW 01 DUSUN 1,1,42,8,41,0,33,7,0,8,7,8,41,sls,TRUE
2105060001000300,SIANTAN TENGAH,AIR ASUK,RT 03 RW 02 DUSUN 2,1,59,11,58,0,32,3,0,11,3,11,43,sls,TRUE
2105060001000400,SIANTAN TENGAH,AIR ASUK,RT 04 RW 02 DUSUN 2,1,49,7,46,0,29,4,0,7,4,7,36,sls,TRUE
2105060001000500,SIANTAN TENGAH,AIR ASUK,RT 05 RW 03 DUSUN 3,1,33,5,40,0,41,0,0,5,0,5,46,sls,TRUE
2105060001000600,SIANTAN TENGAH,AIR ASUK,RT 06 RW 03 DUSUN 3,1,40,14,40,0,26,2,0,14,2,14,40,sls,TRUE
2105060001200100,SIANTAN TENGAH,AIR ASUK,HUTAN,11,0,0,0,0,0,1,0,0,1,1,1,sls,TRUE
2105060002000100,SIANTAN TENGAH,AIR SENA,RT 001 RW 001 DUSUN 1,1,26,1,26,0,21,1,1,1,2,2,23,sls,TRUE
2105060002000200,SIANTAN TENGAH,AIR SENA,RT 002 RW 001 DUSUN 1,1,25,2,26,0,23,0,0,2,0,2,25,sls,TRUE
2105060002000300,SIANTAN TENGAH,AIR SENA,RT 001 RW 002 DUSUN 1,1,21,3,14,0,9,3,0,3,3,3,12,sls,TRUE
2105060002000400,SIANTAN TENGAH,AIR SENA,RT 002 RW 002 DUSUN 1,1,21,2,32,0,30,3,0,2,3,3,33,sls,TRUE
2105060002000500,SIANTAN TENGAH,AIR SENA,RT 002 RW 003 DUSUN 2,1,28,0,23,0,17,3,0,0,3,3,20,sls,TRUE
2105060002000600,SIANTAN TENGAH,AIR SENA,RT 001 RW 003 DUSUN 2,1,24,6,27,0,24,3,0,6,3,6,30,sls,TRUE
2105060002000700,SIANTAN TENGAH,AIR SENA,RT 001 RW 004 DUSUN 2,1,45,2,34,0,22,4,0,2,4,4,26,sls,TRUE
2105060002000800,SIANTAN TENGAH,AIR SENA,RT 001 RW 005 DUSUN 2,1,46,5,31,0,20,0,0,5,0,5,25,sls,TRUE
2105060003000100,SIANTAN TENGAH,TELUK SIANTAN,RT 001 RW 001 DUSUN 1,1,27,7,29,0,16,7,0,7,7,7,23,sls,TRUE
2105060003000200,SIANTAN TENGAH,TELUK SIANTAN,RT 002 RW 001 DUSUN 1,1,43,3,41,0,28,3,0,3,3,3,31,sls,TRUE
2105060003000300,SIANTAN TENGAH,TELUK SIANTAN,RT 003 RW 002 DUSUN 1,1,27,2,28,0,15,7,0,2,7,7,22,sls,TRUE
2105060003000400,SIANTAN TENGAH,TELUK SIANTAN,RT 004 RW 002 DUSUN 1,1,24,2,26,0,35,2,0,2,2,2,37,sls,TRUE
2105060003000500,SIANTAN TENGAH,TELUK SIANTAN,RT 005 RW 003 DUSUN 1,1,26,1,23,0,20,1,0,1,1,1,21,sls,TRUE
2105060003000600,SIANTAN TENGAH,TELUK SIANTAN,RT 006 RW 003 DUSUN 1,1,34,2,31,0,27,4,0,2,4,4,31,sls,TRUE
2105060003000700,SIANTAN TENGAH,TELUK SIANTAN,RT 007 RW 004 DUSUN 2,1,31,2,29,0,28,1,0,2,1,2,30,sls,TRUE
2105060003000800,SIANTAN TENGAH,TELUK SIANTAN,RT 008 RW 004 DUSUN 2,1,31,4,32,0,29,5,0,4,5,5,34,sls,TRUE
2105060004000100,SIANTAN TENGAH,LIUK,RT 01 RW I DUSUN I,1,16,3,21,0,27,0,0,3,0,3,30,sls,TRUE
2105060004000200,SIANTAN TENGAH,LIUK,RT 02 RW I DUSUN I,1,20,4,18,0,15,1,0,4,1,4,19,sls,TRUE
2105060004000300,SIANTAN TENGAH,LIUK,RT 03 RW II DUSUN II,1,21,3,22,0,20,0,0,3,0,3,23,sls,TRUE
2105060004000400,SIANTAN TENGAH,LIUK,RT 04 RW II DUSUN II,1,17,2,19,0,20,0,0,2,0,2,22,sls,TRUE
2105060004200100,SIANTAN TENGAH,LIUK,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105060004200200,SIANTAN TENGAH,LIUK,HUTAN,11,0,0,0,0,0,3,0,0,3,3,3,sls,TRUE
2105060005000100,SIANTAN TENGAH,LIDI,RT 01 RW 01 DUSUN 1,1,24,6,23,0,17,1,0,6,1,6,23,sls,TRUE
2105060005000200,SIANTAN TENGAH,LIDI,RT 02 RW 01 DUSUN 1,1,19,3,17,0,11,0,0,3,0,3,14,sls,TRUE
2105060005000300,SIANTAN TENGAH,LIDI,RT 03 RW 02 DUSUN 2,1,28,3,23,0,21,0,0,3,0,3,24,sls,TRUE
2105060005000400,SIANTAN TENGAH,LIDI,RT 04 RW 02 DUSUN 2,1,36,6,34,0,33,2,0,6,2,6,39,sls,TRUE
2105060006000100,SIANTAN TENGAH,TELUK SUNTING,RT 001 RW 001 DUSUN 1,1,29,9,26,0,26,0,0,9,0,9,35,sls,TRUE
2105060006000200,SIANTAN TENGAH,TELUK SUNTING,RT 002 RW 001 DUSUN 1,1,30,8,27,0,40,1,0,8,1,8,48,sls,TRUE
2105060006000300,SIANTAN TENGAH,TELUK SUNTING,RT 003 RW 002 DUSUN 2,1,31,11,29,0,30,2,0,11,2,11,41,sls,TRUE
2105060006000400,SIANTAN TENGAH,TELUK SUNTING,RT 004 RW 002 DUSUN 2,1,30,12,27,0,30,1,0,12,1,12,42,sls,TRUE
2105070002000100,PALMATAK,TEBANG,RT 001 RW 001 DUSUN 1,1,42,5,43,0,19,5,0,5,5,5,24,sls,TRUE
2105070002000200,PALMATAK,TEBANG,RT 002 RW 001 DUSUN 1,1,45,5,50,0,18,8,0,5,8,8,26,sls,TRUE
2105070002000300,PALMATAK,TEBANG,RT 003 RW 001 DUSUN 1,1,46,5,39,0,25,9,0,5,9,9,34,sls,TRUE
2105070002000400,PALMATAK,TEBANG,RT 004 RW 002 DUSUN 2,1,34,8,36,0,37,8,0,8,8,8,45,sls,TRUE
2105070002000500,PALMATAK,TEBANG,RT 005 RW 002 DUSUN 2,1,45,7,47,0,19,10,0,7,10,10,29,sls,TRUE
2105070002000600,PALMATAK,TEBANG,RT 006 RW 002 DUSUN 2,1,32,11,30,0,18,8,0,11,8,11,29,sls,TRUE
2105070002000700,PALMATAK,TEBANG,RT 007 RW 003 DUSUN 3,1,32,2,27,0,26,0,0,2,0,2,28,sls,TRUE
2105070002000800,PALMATAK,TEBANG,RT 008 RW 003 DUSUN 3,1,35,3,34,0,17,6,0,3,6,6,23,sls,TRUE
2105070002000900,PALMATAK,TEBANG,RT 009 RW 003 DUSUN 3,1,50,11,70,0,40,15,0,11,15,15,55,sls,TRUE
2105070002200100,PALMATAK,TEBANG,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105070003000100,PALMATAK,LADAN,RT 001 RW 001 DUSUN 1,1,66,14,47,0,19,16,0,14,16,16,35,sls,TRUE
2105070003000200,PALMATAK,LADAN,RT 002 RW 001 DUSUN 1,1,50,13,53,0,21,6,0,13,6,13,34,sls,TRUE
2105070003000300,PALMATAK,LADAN,RT 003 RW 001 DUSUN 1,1,52,7,47,0,24,10,0,7,10,10,34,sls,TRUE
2105070003000400,PALMATAK,LADAN,RT 004 RW 001 DUSUN 1,1,48,5,50,0,23,7,0,5,7,7,30,sls,TRUE
2105070003000500,PALMATAK,LADAN,RT 005 RW 002 DUSUN 1,1,55,7,48,0,20,10,0,7,10,10,30,sls,TRUE
2105070003000600,PALMATAK,LADAN,RT 006 RW 002 DUSUN 1,1,60,8,53,0,19,0,0,8,0,8,27,sls,TRUE
2105070003000700,PALMATAK,LADAN,RT 007 RW 002 DUSUN 1,1,29,9,26,0,22,11,0,9,11,11,33,sls,TRUE
